sample_idx,hit_count,hit_ratio,rmse_hit,angle_mean_deg_hit,cos_mean_hit
0,210,0.1025390625,0.13865415751934052,34.13872146606445,0.7768980264663696
1,192,0.09375,0.14741383492946625,32.93492889404297,0.7930202484130859
2,205,0.10009765625,0.14239944517612457,34.62444305419922,0.7721886038780212
3,234,0.1142578125,0.13453234732151031,32.74794006347656,0.7921969294548035
4,259,0.12646484375,0.15126609802246094,34.164093017578125,0.77430260181427
5,302,0.1474609375,0.13659675419330597,32.30662155151367,0.7917304039001465
6,349,0.17041015625,0.1523856818675995,31.665145874023438,0.8017575740814209
7,331,0.16162109375,0.13058146834373474,32.39500045776367,0.7946686148643494
8,352,0.171875,0.12209656834602356,33.24115753173828,0.7820581197738647
9,356,0.173828125,0.12059807777404785,32.01607131958008,0.796181321144104
10,392,0.19140625,0.12605158984661102,31.788076400756836,0.7951741218566895
11,457,0.22314453125,0.118390291929245,31.97953987121582,0.7897747755050659
12,399,0.19482421875,0.11227574944496155,32.90597915649414,0.7809666395187378
13,426,0.2080078125,0.1227385476231575,34.5378303527832,0.7640833854675293
14,534,0.2607421875,0.11965440213680267,34.34082794189453,0.7668462991714478
15,655,0.31982421875,0.11994876712560654,35.110233306884766,0.7647286057472229
16,640,0.3125,0.12232555449008942,36.2078742980957,0.7558034658432007
17,586,0.2861328125,0.11764760315418243,31.363290786743164,0.7914746999740601
18,547,0.26708984375,0.10999511927366257,31.17457389831543,0.8029884696006775
19,536,0.26171875,0.11047252267599106,30.603179931640625,0.8084642291069031
20,470,0.2294921875,0.14099185168743134,32.7056770324707,0.7901070713996887
21,498,0.2431640625,0.15343640744686127,34.269657135009766,0.773575484752655
22,503,0.24560546875,0.1594598889350891,34.60652542114258,0.7717318534851074
23,515,0.25146484375,0.15077538788318634,34.92369079589844,0.7735211253166199
24,544,0.265625,0.15277165174484253,34.55388641357422,0.7748783826828003
25,524,0.255859375,0.13880519568920135,35.66557693481445,0.7614104151725769
26,610,0.2978515625,0.14217235147953033,32.8160400390625,0.7897091507911682
27,600,0.29296875,0.15168587863445282,35.15433120727539,0.7637884020805359
28,759,0.37060546875,0.13739889860153198,32.91252136230469,0.7849010229110718
29,871,0.42529296875,0.16281984746456146,35.051334381103516,0.7594702839851379
30,793,0.38720703125,0.15365684032440186,34.32748794555664,0.7717312574386597
31,721,0.35205078125,0.13539963960647583,31.033294677734375,0.8075388073921204
32,680,0.33203125,0.1266935020685196,31.553064346313477,0.8075295090675354
33,568,0.27734375,0.12836556136608124,31.722305297851562,0.8062720894813538
34,593,0.28955078125,0.1384105235338211,32.80255889892578,0.7918547987937927
35,636,0.310546875,0.13351751863956451,31.433734893798828,0.8076604008674622
36,561,0.27392578125,0.12713760137557983,33.29908752441406,0.7893717885017395
37,599,0.29248046875,0.12800611555576324,34.06373977661133,0.7793400883674622
38,571,0.27880859375,0.11877073347568512,33.065162658691406,0.7887535691261292
39,664,0.32421875,0.1397964060306549,36.514373779296875,0.7516961693763733
40,475,0.23193359375,0.10941685736179352,25.1474666595459,0.8705183863639832
41,415,0.20263671875,0.10199884325265884,24.479904174804688,0.8780820369720459
42,387,0.18896484375,0.10333895683288574,29.3592586517334,0.828204870223999
43,370,0.1806640625,0.09979023784399033,26.634496688842773,0.8573101758956909
44,368,0.1796875,0.09807390719652176,26.8533878326416,0.8526354432106018
45,411,0.20068359375,0.10055054724216461,24.96602439880371,0.8734625577926636
46,386,0.1884765625,0.10318166762590408,28.970111846923828,0.8339184522628784
47,374,0.1826171875,0.10671193897724152,25.80214500427246,0.8640198111534119
48,365,0.17822265625,0.11025098711252213,27.813264846801758,0.8402880430221558
49,363,0.17724609375,0.12176929414272308,31.01604652404785,0.8043302297592163
50,374,0.1826171875,0.12946432828903198,31.43019676208496,0.8094210028648376
51,352,0.171875,0.13107991218566895,33.63457107543945,0.7827612161636353
52,375,0.18310546875,0.11301667988300323,27.661752700805664,0.8465536832809448
53,406,0.1982421875,0.10753078758716583,26.621185302734375,0.8616249561309814
54,506,0.2470703125,0.11089132726192474,25.240549087524414,0.8732947707176208
55,525,0.25634765625,0.11111297458410263,24.885812759399414,0.8772116899490356
56,521,0.25439453125,0.11041587591171265,25.599889755249023,0.8689551949501038
57,697,0.34033203125,0.14871260523796082,27.114919662475586,0.8524835705757141
58,507,0.24755859375,0.11687059700489044,27.397686004638672,0.8499425649642944
59,581,0.28369140625,0.12168098986148834,25.90000343322754,0.8676753640174866
60,560,0.2734375,0.2007591277360916,25.774600982666016,0.8426870107650757
61,664,0.32421875,0.12832853198051453,26.70711898803711,0.8564903736114502
62,694,0.3388671875,0.16102798283100128,27.06000328063965,0.8453711867332458
63,722,0.3525390625,0.140086829662323,29.441747665405273,0.822988748550415
64,590,0.2880859375,0.1120978370308876,29.012317657470703,0.8297479748725891
65,587,0.28662109375,0.1035412847995758,25.169145584106445,0.8663082718849182
66,511,0.24951171875,0.11872784048318863,29.08091163635254,0.8286888599395752
67,495,0.24169921875,0.11334189772605896,29.34741973876953,0.823517918586731
68,525,0.25634765625,0.11317834258079529,31.691539764404297,0.8014808297157288
69,515,0.25146484375,0.11044789850711823,28.44049072265625,0.8305409550666809
70,577,0.28173828125,0.10520357638597488,25.24014663696289,0.87060546875
71,488,0.23828125,0.10589800029993057,23.741865158081055,0.8771156072616577
72,411,0.20068359375,0.10068919509649277,23.495264053344727,0.8841723799705505
73,374,0.1826171875,0.09825945645570755,25.166715621948242,0.867049515247345
74,377,0.18408203125,0.09876549988985062,24.01407814025879,0.8750154376029968
75,338,0.1650390625,0.098546102643013,24.307621002197266,0.8725847601890564
76,355,0.17333984375,0.09705757349729538,24.839426040649414,0.8664883375167847
77,357,0.17431640625,0.1013316959142685,25.20682144165039,0.8653030395507812
78,382,0.1865234375,0.10464838147163391,25.207319259643555,0.8677235841751099
79,374,0.1826171875,0.10196083039045334,25.079483032226562,0.8705276250839233
80,112,0.0546875,0.17291663587093353,34.27872085571289,0.7891348004341125
81,120,0.05859375,0.17618010938167572,35.845802307128906,0.7709177732467651
82,126,0.0615234375,0.17563337087631226,37.31095504760742,0.7510285377502441
83,121,0.05908203125,0.1678905487060547,36.22751998901367,0.7652379274368286
84,124,0.060546875,0.16798460483551025,39.82998275756836,0.712421715259552
85,123,0.06005859375,0.16410696506500244,39.55837631225586,0.7204272747039795
86,119,0.05810546875,0.16810406744480133,36.83708190917969,0.7587500810623169
87,120,0.05859375,0.17375032603740692,38.61487579345703,0.7409182786941528
88,103,0.05029296875,0.18576304614543915,36.6529655456543,0.764358401298523
89,103,0.05029296875,0.19091513752937317,37.05373001098633,0.7619200944900513
90,95,0.04638671875,0.19162806868553162,36.356544494628906,0.7644855976104736
91,101,0.04931640625,0.173519104719162,36.46092224121094,0.7676756978034973
92,102,0.0498046875,0.17113113403320312,36.78264236450195,0.7641096115112305
93,104,0.05078125,0.17208798229694366,36.53603744506836,0.7653772830963135
94,98,0.0478515625,0.1727054864168167,35.65385055541992,0.7801563739776611
95,92,0.044921875,0.17133614420890808,35.118194580078125,0.78040611743927
96,89,0.04345703125,0.18226677179336548,38.18598937988281,0.7428888082504272
